"filter.id","EQ_ID","rec.id","Year","Month","Day","Hour","Minute","Second","Lat","Lat.min","Lon","Lon.min","Depth","ML","Sta.num","closest.epi","angle","RMS","ERH","ERZ","N","Number","quality","Lon.X","Lat.Y","Pfile","ts_name","P_arr_time","S_arr_time","Index","Sec_CMT","Lon_CMT","Lat_CMT","Dep_CMT","Mw_CMT","Strike1_CMT","Dip1_CMT","Slip1_CMT","Strike2_CMT","Dip2_CMT","Slip2_CMT","CMT.sec","CMT.id","Sec_BATS","EQ_Lat_BATS","EQ_Lon_BATS","Depth_CWB","ML_BATS","Strike1_BATS","Dip1_BATS","Slip1_BATS","Strike2_BATS","Dip2_BATS","Slip2_BATS","M0_BATS","Mw_BATS","BATS.sec","BATS.id","FM1_total_sec","sec_diff","abs_sec_diff","FM_loc.x","FM_loc.y","R_diff","Lon.WU","Lat.WU","Dep.WU","ML.WU","Strike1.WU","Dip1.WU","Slip1.WU","Strike2.WU","Dip2.WU","Slip2.WU","has_FM","final.Lon","final.Lat","final.Dep","Tran_Mw","Final_Mw","Mw_index","Final_Strike_1","Final_Dip_1","Final_Slip_1","Final_Strike_2","Final_Dip_2","Final_Slip_2","FM_Index","Fnm_1","Frv_1","Fnm_2","Frv_2","Sta","Name","County","City","Net","Lon.Sta.X","Lat.Sta.Y","El.","address","Lon_67","Lat_67","X2020_pick","suggested.Vs30_EGDT","PS_log.30m","LT.SiteClass.Vs30","LT.SiteClass.2001","LT.Vs30.measured","LT.Vs30.estimated","X2020.Vs30","Vs30.Index","NOTE","Rrup_p1","Rrup_p2","Avg_Rrup","Hypo","Adopted_Rrup"
"B000001","2018_0101_0321_57","2018_0101_0321_57_EDH",2018,1,1,3,21,56.65,22,51.92,121,14.48,8.93,3.85,99,12.3,74,0.33,0.1,0.1,"F",176,"C",121.241333333333,22.8653333333333,"13010321.P18","201801010321_EDH_13010321.P18.asc",20,22.40039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.65,22.8653,121.2413,8.93,3.85,320.63,47.01,16.36,219.31,78.11,135.83,1.83e+21,3.44,1316.65,"BATS_5445",1316.65,0,0,121.2413,22.8653,0.00495535624903169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.241333333333,22.8653333333333,8.93,3.65,3.7,"BATS",320.63,47.01,16.36,219.31,78.11,135.83,"BATS",0,0,0,1,"EDH","東河","臺東縣","東河鄉","CWB_BH",121.3039,22.9725,-221,"東河村16鄰35號",280331.122,2541475.601,519.107,663.94,1,NA,NA,NA,NA,663.94,"EGDT.mea",NA,NA,NA,NA,16.179584790717,16.179584790717
"B000002","2018_0101_0321_57","2018_0101_0321_57_TTN",2018,1,1,3,21,56.65,22,51.92,121,14.48,8.93,3.85,99,12.3,74,0.33,0.1,0.1,"F",176,"C",121.241333333333,22.8653333333333,"13010321.P18","201801010321_TTN_13010321.P18.asc",20,23.2998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.65,22.8653,121.2413,8.93,3.85,320.63,47.01,16.36,219.31,78.11,135.83,1.83e+21,3.44,1316.65,"BATS_5445",1316.65,0,0,121.2413,22.8653,0.00495535624903169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.241333333333,22.8653333333333,8.93,3.65,3.7,"BATS",320.63,47.01,16.36,219.31,78.11,135.83,"BATS",0,0,0,1,"TTN","台東市","台東縣","台東市","CWB_BH",121.1549,22.7524,-287,"大同路106號",265079.147,2517079.66,664.919,491.66,1,"C3","D","-",665,491.66,"EGDT.mea","",NA,NA,NA,17.745622699697,17.745622699697
"B000003","2018_0101_1248_23","2018_0101_1248_23_EDH",2018,1,1,12,48,22.89,22,51.76,121,14.26,8,4.02,99,12,76,0.33,0.1,0.2,"F",168,"C",121.237666666667,22.8626666666667,"13011248.P18","201801011248_EDH_13011248.P18.asc",20,22.40234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.89,22.8626,121.2376,8,4.02,326.16,17.93,15.66,221.22,85.24,107.3,8.37e+21,3.89,2902.89,"BATS_5446",2902.89,0,0,121.2376,22.8626,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.237666666667,22.8626666666667,8,3.83,4.12,"BATS",326.16,17.93,15.66,221.22,85.24,107.3,"BATS",0,0,0,1,"EDH","東河","臺東縣","東河鄉","CWB_BH",121.3039,22.9725,-221,"東河村16鄰35號",280331.122,2541475.601,519.107,663.94,1,NA,NA,NA,NA,663.94,"EGDT.mea",NA,NA,NA,NA,16.0655103871617,16.0655103871617
"B000004","2018_0101_1248_23","2018_0101_1248_23_LDU",2018,1,1,12,48,22.89,22,51.76,121,14.26,8,4.02,99,12,76,0.33,0.1,0.2,"F",168,"C",121.237666666667,22.8626666666667,"13011248.P18","201801011248_LDU_13011248.P18.asc",20,24.39844,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.89,22.8626,121.2376,8,4.02,326.16,17.93,15.66,221.22,85.24,107.3,8.37e+21,3.89,2902.89,"BATS_5446",2902.89,0,0,121.2376,22.8626,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.237666666667,22.8626666666667,8,3.83,4.12,"BATS",326.16,17.93,15.66,221.22,85.24,107.3,"BATS",0,0,0,1,"LDU","綠島","臺東縣","綠島鄉","CWB_BH",121.4693,22.6733,-185,"中寮村3號",297395.704,2508388.783,607.486,617.87,NA,NA,NA,NA,NA,607.486,"pick",NA,NA,NA,NA,32.7055185557422,32.7055185557422
"B000005","2018_0101_1248_23","2018_0101_1248_23_TTN",2018,1,1,12,48,22.89,22,51.76,121,14.26,8,4.02,99,12,76,0.33,0.1,0.2,"F",168,"C",121.237666666667,22.8626666666667,"13011248.P18","201801011248_TTN_13011248.P18.asc",20,23.30078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.89,22.8626,121.2376,8,4.02,326.16,17.93,15.66,221.22,85.24,107.3,8.37e+21,3.89,2902.89,"BATS_5446",2902.89,0,0,121.2376,22.8626,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.237666666667,22.8626666666667,8,3.83,4.12,"BATS",326.16,17.93,15.66,221.22,85.24,107.3,"BATS",0,0,0,1,"TTN","台東市","台東縣","台東市","CWB_BH",121.1549,22.7524,-287,"大同路106號",265079.147,2517079.66,664.919,491.66,1,"C3","D","-",665,491.66,"EGDT.mea","",NA,NA,NA,16.8915697612744,16.8915697612744
"B000006","2018_0101_1922_03","2018_0101_1922_03_CHY",2018,1,1,19,22,2.96,22,51.75,121,14.33,8.84,4.28,99,12.1,74,0.35,0.1,0.2,"F",198,"C",121.238833333333,22.8625,"13011921.P18","201801011922_CHY_13011921.P18.asc",20,34.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,22.8625,121.2388,8.84,4.28,55.33,72.98,-178.82,324.98,88.87,-17.03,4.11e+21,3.68,1322.96,"BATS_5447",1322.96,0,0,121.2388,22.8625,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.238833333333,22.8625,8.84,4.1,3.92,"BATS",55.33,72.98,-178.82,324.98,88.87,-17.03,"BATS",0,0,0,0,"CHY","嘉義市","嘉義市","西區","CWB_BH",120.4325,23.4963,27,"北湖里海口寮24號",191209.357,2599561.676,247.945,201.48,NA,"D2","D","-",248,247.945,"pick","",NA,NA,NA,108.72197866117,108.72197866117
"B000007","2018_0101_1922_03","2018_0101_1922_03_EDH",2018,1,1,19,22,2.96,22,51.75,121,14.33,8.84,4.28,99,12.1,74,0.35,0.1,0.2,"F",198,"C",121.238833333333,22.8625,"13011921.P18","201801011922_EDH_13011921.P18.asc",20,22.39844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,22.8625,121.2388,8.84,4.28,55.33,72.98,-178.82,324.98,88.87,-17.03,4.11e+21,3.68,1322.96,"BATS_5447",1322.96,0,0,121.2388,22.8625,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.238833333333,22.8625,8.84,4.1,3.92,"BATS",55.33,72.98,-178.82,324.98,88.87,-17.03,"BATS",0,0,0,0,"EDH","東河","臺東縣","東河鄉","CWB_BH",121.3039,22.9725,-221,"東河村16鄰35號",280331.122,2541475.601,519.107,663.94,1,NA,NA,NA,NA,663.94,"EGDT.mea",NA,NA,NA,NA,16.4652810786819,16.4652810786819
"B000008","2018_0101_1922_03","2018_0101_1922_03_LONT",2018,1,1,19,22,2.96,22,51.75,121,14.33,8.84,4.28,99,12.1,74,0.35,0.1,0.2,"F",198,"C",121.238833333333,22.8625,"13011921.P18","201801011922_LONT_13011921.P18.asc",20,22.60156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,22.8625,121.2388,8.84,4.28,55.33,72.98,-178.82,324.98,88.87,-17.03,4.11e+21,3.68,1322.96,"BATS_5447",1322.96,0,0,121.2388,22.8625,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.238833333333,22.8625,8.84,4.1,3.92,"BATS",55.33,72.98,-178.82,324.98,88.87,-17.03,"BATS",0,0,0,0,"LONT","鹿野","臺東縣","鹿野鄉","CWB_BH",121.1299,22.9064,-90,"龍田村北二路66號",262496.672,2534129.803,639.556,NA,NA,NA,NA,NA,NA,639.556,"pick",NA,NA,NA,NA,15.0571352188921,15.0571352188921
"B000009","2018_0101_1922_03","2018_0101_1922_03_TTN",2018,1,1,19,22,2.96,22,51.75,121,14.33,8.84,4.28,99,12.1,74,0.35,0.1,0.2,"F",198,"C",121.238833333333,22.8625,"13011921.P18","201801011922_TTN_13011921.P18.asc",20,23.30469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,22.8625,121.2388,8.84,4.28,55.33,72.98,-178.82,324.98,88.87,-17.03,4.11e+21,3.68,1322.96,"BATS_5447",1322.96,0,0,121.2388,22.8625,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.238833333333,22.8625,8.84,4.1,3.92,"BATS",55.33,72.98,-178.82,324.98,88.87,-17.03,"BATS",0,0,0,0,"TTN","台東市","台東縣","台東市","CWB_BH",121.1549,22.7524,-287,"大同路106號",265079.147,2517079.66,664.919,491.66,1,"C3","D","-",665,491.66,"EGDT.mea","",NA,NA,NA,17.3508068976633,17.3508068976633
"B000010","2018_0101_2010_28","2018_0101_2010_28_EDH",2018,1,1,20,10,28.45,22,51.07,121,14.83,7.56,3.76,99,13.5,77,0.33,0.1,0.2,"F",190,"C",121.247166666667,22.8511666666667,"13012010.P18","201801012010_EDH_13012010.P18.asc",19.99219,22.39062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.45,22.8511,121.2471,7.56,3.76,146.4,55.07,-27.2,252.8,67.99,-141.86,3.24e+21,3.61,628.45,"BATS_5448",628.45,0,0,121.2471,22.8511,0.00991071249854134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.247166666667,22.8511666666667,7.56,3.56,3.85,"BATS",146.4,55.07,-27.2,252.8,67.99,-141.86,"BATS",0,0,1,0,"EDH","東河","臺東縣","東河鄉","CWB_BH",121.3039,22.9725,-221,"東河村16鄰35號",280331.122,2541475.601,519.107,663.94,1,NA,NA,NA,NA,663.94,"EGDT.mea",NA,NA,NA,NA,16.4794128839592,16.4794128839592
"B000011","2018_0101_2010_28","2018_0101_2010_28_TTN",2018,1,1,20,10,28.45,22,51.07,121,14.83,7.56,3.76,99,13.5,77,0.33,0.1,0.2,"F",190,"C",121.247166666667,22.8511666666667,"13012010.P18","201801012010_TTN_13012010.P18.asc",20,23.20312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.45,22.8511,121.2471,7.56,3.76,146.4,55.07,-27.2,252.8,67.99,-141.86,3.24e+21,3.61,628.45,"BATS_5448",628.45,0,0,121.2471,22.8511,0.00991071249854134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.247166666667,22.8511666666667,7.56,3.56,3.85,"BATS",146.4,55.07,-27.2,252.8,67.99,-141.86,"BATS",0,0,1,0,"TTN","台東市","台東縣","台東市","CWB_BH",121.1549,22.7524,-287,"大同路106號",265079.147,2517079.66,664.919,491.66,1,"C3","D","-",665,491.66,"EGDT.mea","",NA,NA,NA,16.325884355832,16.325884355832
"B000012","2018_0106_0256_05","2018_0106_0256_05_HWA",2018,1,6,2,56,5.14,23,55.14,121,27.91,17.06,3.54,99,5.9,78,0.32,0.1,0.2,"F",185,"B",121.465166666667,23.919,"13060256.P18","201801060256_HWA_13060256.P18.asc",20,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.465166666667,23.919,17.06,3.33,3.33,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HWA","花蓮市","花蓮縣","花蓮市","CWB_BH",121.6135,23.9751,-273,"花崗街24號",311602.609,2652607.171,554.327,503.52,1,"C2","D","-",554,503.52,"EGDT.mea","",NA,NA,NA,23.6145544950566,23.6145544950566
"B000013","2018_0106_0256_05","2018_0106_0256_05_SHUL",2018,1,6,2,56,5.14,23,55.14,121,27.91,17.06,3.54,99,5.9,78,0.32,0.1,0.2,"F",185,"B",121.465166666667,23.919,"13060256.P18","201801060256_SHUL_13060256.P18.asc",20,23.30078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.465166666667,23.919,17.06,3.33,3.33,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,24.5328453302914,24.5328453302914
"B000014","2018_0107_1953_33","2018_0107_1953_33_CHKH",2018,1,7,19,53,32.81,23,12.7,121,22.43,18.66,3.81,99,3.1,93,0.3,0.1,0.1,"F",193,"C",121.373833333333,23.2116666666667,"13071953.P18","201801071953_CHKH_13071953.P18.asc",20,22.70312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,23.2116,121.3738,18.66,3.81,213.83,24.27,133.17,348.01,72.56,72.86,2.66e+21,3.55,3212.81,"BATS_5449",3212.81,0,0,121.3738,23.2116,0.00760847480695017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.373833333333,23.2116666666667,18.66,3.61,3.8,"BATS",213.83,24.27,133.17,348.01,72.56,72.86,"BATS",0,1,0,1,"CHKH","博愛","臺東縣","成功鎮","CWB_BH",121.3957,23.1917,-93,"忠孝國小博愛分校",289678.09,2565771.448,409.563,NA,NA,NA,NA,NA,NA,409.563,"pick",NA,NA,NA,NA,18.9233431507226,18.9233431507226
"B000015","2018_0107_1953_33","2018_0107_1953_33_EHD",2018,1,7,19,53,32.81,23,12.7,121,22.43,18.66,3.81,99,3.1,93,0.3,0.1,0.1,"F",193,"C",121.373833333333,23.2116666666667,"13071953.P18","201801071953_EHD_13071953.P18.asc",20,23.90625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,23.2116,121.3738,18.66,3.81,213.83,24.27,133.17,348.01,72.56,72.86,2.66e+21,3.55,3212.81,"BATS_5449",3212.81,0,0,121.3738,23.2116,0.00760847480695017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.373833333333,23.2116666666667,18.66,3.61,3.8,"BATS",213.83,24.27,133.17,348.01,72.56,72.86,"BATS",0,1,0,1,"EHD","廣原國小","台東縣","海端鄉","CWB_BH",121.2061,23.1488,322.44301,"台東縣海端鄉廣原村大埔1號",270275.768,2560980.717,460.577,NA,NA,NA,NA,NA,NA,460.577,"pick",NA,NA,NA,NA,26.2981664950239,26.2981664950239
"B000016","2018_0107_1953_33","2018_0107_1953_33_EYUL",2018,1,7,19,53,32.81,23,12.7,121,22.43,18.66,3.81,99,3.1,93,0.3,0.1,0.1,"F",193,"C",121.373833333333,23.2116666666667,"13071953.P18","201801071953_EYUL_13071953.P18.asc",20,23.70312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,23.2116,121.3738,18.66,3.81,213.83,24.27,133.17,348.01,72.56,72.86,2.66e+21,3.55,3212.81,"BATS_5449",3212.81,0,0,121.3738,23.2116,0.00760847480695017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.373833333333,23.2116666666667,18.66,3.61,3.8,"BATS",213.83,24.27,133.17,348.01,72.56,72.86,"BATS",0,1,0,1,"EYUL","玉里","花蓮縣","玉里鎮","CWB_BH",121.3191,23.3472,-235,"中華路424號",281798.753,2582971.999,452.411,NA,NA,NA,NA,NA,NA,452.411,"pick",NA,NA,NA,NA,24.5940651580823,24.5940651580823
"B000017","2018_0108_0816_47","2018_0108_0816_47_LAY",2018,1,8,8,16,46.83,22,3.04,121,37.08,16.83,3.93,99,6.3,195,0.28,0.7,0.2,"F",139,"D",121.618,22.0506666666667,"13080816.P18","201801080816_LAY_13080816.P18.asc",20.00195,22.30078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.618,22.0506666666667,16.83,3.74,3.74,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAY","蘭嶼","台東縣","蘭嶼鄉","CWB_BH",121.5581,22.0373,128,"紅頭村2號",306781.79,2437997.124,669.368,875.04,NA,"C3","C","-",669,669.368,"pick","離島",NA,NA,NA,17.9909161523253,17.9909161523253
"B000018","2018_0112_0005_10","2018_0112_0005_10_EAH",2018,1,12,0,5,9.78,24,16.23,121,50.91,12.35,3.57,99,10.9,88,0.28,0.2,0.1,"F",200,"B",121.8485,24.2705,"13120005.P18","201801120005_EAH_13120005.P18.asc",20.00299,22.58899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,24.2705,121.8485,12.35,3.57,213.21,40.08,-137.92,88.56,64.44,-58.01,1.62e+21,3.41,309.78,"BATS_5453",309.78,0,0,121.8485,24.2705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.8485,24.2705,12.35,3.36,3.67,"BATS",213.21,40.08,-137.92,88.56,64.44,-58.01,"BATS",1,0,1,0,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,17.8276456381655,17.8276456381655
"B000019","2018_0112_0005_10","2018_0112_0005_10_EWT",2018,1,12,0,5,9.78,24,16.23,121,50.91,12.35,3.57,99,10.9,88,0.28,0.2,0.1,"F",200,"B",121.8485,24.2705,"13120005.P18","201801120005_EWT_13120005.P18.asc",20,23.05499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,24.2705,121.8485,12.35,3.57,213.21,40.08,-137.92,88.56,64.44,-58.01,1.62e+21,3.41,309.78,"BATS_5453",309.78,0,0,121.8485,24.2705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.8485,24.2705,12.35,3.36,3.67,"BATS",213.21,40.08,-137.92,88.56,64.44,-58.01,"BATS",1,0,1,0,"EWT","武塔","宜蘭縣","南澳鄉","CWB_BH",121.7783,24.445,37,"武塔村新溪路1號",328083.794,2704734.863,328.357,NA,NA,NA,NA,NA,NA,328.357,"pick",NA,NA,NA,NA,24.0175207088492,24.0175207088492
"B000020","2018_0112_0855_48","2018_0112_0855_48_EWT",2018,1,12,8,55,48.42,24,26.23,121,54.5,21.96,3.51,99,13.2,108,0.31,0.2,0.1,"F",188,"C",121.908333333333,24.4371666666667,"13120855.P18","201801120855_EWT_13120855.P18.asc",20.00195,23.00195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.908333333333,24.4371666666667,21.96,3.3,3.3,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EWT","武塔","宜蘭縣","南澳鄉","CWB_BH",121.7783,24.445,37,"武塔村新溪路1號",328083.794,2704734.863,328.357,NA,NA,NA,NA,NA,NA,328.357,"pick",NA,NA,NA,NA,25.6291122749111,25.6291122749111
"B000021","2018_0114_2208_39","2018_0114_2208_39_SHUL",2018,1,14,22,8,38.84,23,50.09,121,49.42,21.28,3.93,99,26.5,128,0.32,0.3,0.3,"F",256,"C",121.823666666667,23.8348333333333,"13142208.P18","201801142208_SHUL_13142208.P18.asc",20,24.89844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.823666666667,23.8348333333333,21.28,3.74,3.74,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,34.4596171772119,34.4596171772119
"B000022","2018_0117_0559_11","2018_0117_0559_11_EWT",2018,1,17,5,59,11.04,25,3.53,121,43.09,140.19,5.53,99,6.5,56,0.24,0.2,0.1,"F",351,"B",121.718166666667,25.0588333333333,"13170559.P18","201801170559_EWT_13170559.P18.asc",20,35.60156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,25.0588,121.7181,140.19,5.53,321.75,16.45,64.67,168.02,75.17,97.2,1.27e+23,4.67,3551.04,"BATS_5455",3551.04,0,0,121.7181,25.0588,0.0080553639810937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.718166666667,25.0588333333333,140.19,5.4,4.85,"BATS",321.75,16.45,64.67,168.02,75.17,97.2,"BATS",0,1,0,1,"EWT","武塔","宜蘭縣","南澳鄉","CWB_BH",121.7783,24.445,37,"武塔村新溪路1號",328083.794,2704734.863,328.357,NA,NA,NA,NA,NA,NA,328.357,"pick",NA,154.787353516,154.157470703,154.4724121095,155.927375162285,154.4724121095
"B000023","2018_0117_0559_11","2018_0117_0559_11_ILA",2018,1,17,5,59,11.04,25,3.53,121,43.09,140.19,5.53,99,6.5,56,0.24,0.2,0.1,"F",351,"B",121.718166666667,25.0588333333333,"13170559.P18","201801170559_ILA_13170559.P18.asc",20,33.59961,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,25.0588,121.7181,140.19,5.53,321.75,16.45,64.67,168.02,75.17,97.2,1.27e+23,4.67,3551.04,"BATS_5455",3551.04,0,0,121.7181,25.0588,0.0080553639810937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.718166666667,25.0588333333333,140.19,5.4,4.85,"BATS",321.75,16.45,64.67,168.02,75.17,97.2,"BATS",0,1,0,1,"ILA","宜蘭市","宜蘭縣","宜蘭市","CWB_BH",121.7563,24.7638,-170,"力行街3號",325659.016,2740033.641,217.428,242.41,NA,"D1","D","-",217,217.428,"pick","",143.196456909,142.371459961,142.783958435,144.000599179309,142.783958435
"B000024","2018_0117_0559_11","2018_0117_0559_11_NWF",2018,1,17,5,59,11.04,25,3.53,121,43.09,140.19,5.53,99,6.5,56,0.24,0.2,0.1,"F",351,"B",121.718166666667,25.0588333333333,"13170559.P18","201801170559_NWF_13170559.P18.asc",20.00195,34.10156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,25.0588,121.7181,140.19,5.53,321.75,16.45,64.67,168.02,75.17,97.2,1.27e+23,4.67,3551.04,"BATS_5455",3551.04,0,0,121.7181,25.0588,0.0080553639810937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.718166666667,25.0588333333333,140.19,5.4,4.85,"BATS",321.75,16.45,64.67,168.02,75.17,97.2,"BATS",0,1,0,1,"NWF","五分山","新北市","瑞芳區","CWB_BH",121.7816,25.0715,766,"八分寮路50號",328021.904,2774131.229,760,444.94,1,NA,NA,NA,NA,444.94,"EGDT.mea",NA,139.988647461,138.966293335,139.477470398,140.343025491116,139.477470398
"B000025","2018_0117_0559_11","2018_0117_0559_11_NWL",2018,1,17,5,59,11.04,25,3.53,121,43.09,140.19,5.53,99,6.5,56,0.24,0.2,0.1,"F",351,"B",121.718166666667,25.0588333333333,"13170559.P18","201801170559_NWL_13170559.P18.asc",20.00195,34.10156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,25.0588,121.7181,140.19,5.53,321.75,16.45,64.67,168.02,75.17,97.2,1.27e+23,4.67,3551.04,"BATS_5455",3551.04,0,0,121.7181,25.0588,0.0080553639810937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.718166666667,25.0588333333333,140.19,5.4,4.85,"BATS",321.75,16.45,64.67,168.02,75.17,97.2,"BATS",0,1,0,1,"NWL","福山","新北市","烏來區","CWB_BH",121.5025,24.7772,397,"烏來鄉福山村56號",299985.122,2741399.721,760,NA,NA,NA,NA,NA,NA,760,"pick",NA,144.48449707,143.810317993,144.1474075315,145.262227371743,144.1474075315
"B000026","2018_0117_0559_11","2018_0117_0559_11_SHUL",2018,1,17,5,59,11.04,25,3.53,121,43.09,140.19,5.53,99,6.5,56,0.24,0.2,0.1,"F",351,"B",121.718166666667,25.0588333333333,"13170559.P18","201801170559_SHUL_13170559.P18.asc",20,40.19922,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,25.0588,121.7181,140.19,5.53,321.75,16.45,64.67,168.02,75.17,97.2,1.27e+23,4.67,3551.04,"BATS_5455",3551.04,0,0,121.7181,25.0588,0.0080553639810937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.718166666667,25.0588333333333,140.19,5.4,4.85,"BATS",321.75,16.45,64.67,168.02,75.17,97.2,"BATS",0,1,0,1,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,197.863357544,197.697174072,197.780265808,199.3277685221,197.780265808
